<NUMBER OF ZONES> 135										
<NUMBER OF NODES> 1067										
<FIRST THRU NODE> 1											
<NUMBER OF LINKS> 2535										
<END OF METADATA>											


~ 	Init node 	Term node 	Capacity 	Length 	Free Flow Time 	B	Power	Speed limit 	Toll 	Type	;
	322.0	321.0	2359.88	0.942045	0.942045	0.68998827	6.5856	0	0	1	;
	322.0	323.0	519.21	1.330437	1.330437	0.383332694	4.4683	0	0	1	;
	322.0	382.0	2359.88	0.739143	0.739143	0.68998827	6.5856	0	0	1	;
	323.0	38.0	9999999999.0	2.56	2.56	0.25	0.0	0	0	1	;
	323.0	322.0	519.21	1.330437	1.330437	0.383332694	4.4683	0	0	1	;
	323.0	324.0	519.21	0.704349	0.704349	0.383332694	4.4683	0	0	1	;
	324.0	323.0	519.21	0.704349	0.704349	0.383332694	4.4683	0	0	1	;
	324.0	325.0	1038.42	0.626088	0.626088	0.383332694	4.4683	0	0	1	;
	325.0	324.0	1038.42	0.626088	0.626088	0.383332694	4.4683	0	0	1	;
	325.0	376.0	1197.6	0.481494	0.481494	0.53998596	4.9432	0	0	1	;
	325.0	409.0	1197.6	1.185216	1.185216	0.53998596	4.9432	0	0	1	;
	326.0	33.0	9999999999.0	1.26	1.26	0.166666667	0.0	0	0	1	;
	326.0	311.0	327.98	0.860871	0.860871	0.383332694	3.5038	0	0	1	;
	326.0	329.0	327.98	0.860871	0.860871	0.383332694	3.5038	0	0	1	;
	327.0	33.0	9999999999.0	1.2	1.2	0.25	0.0	0	0	1	;
	327.0	308.0	1589.83	0.72	0.72	0.416666667	5.1644	0	0	1	;
	327.0	328.0	794.91	0.648	0.648	0.416666667	5.1644	0	0	1	;
	328.0	327.0	1589.83	0.648	0.648	0.416666667	5.1644	0	0	1	;
	328.0	329.0	327.98	0.547827	0.547827	0.383332694	3.5038	0	0	1	;
	328.0	330.0	1197.6	0.444456	0.444456	0.53998596	4.9432	0	0	1	;
	329.0	326.0	327.98	0.860871	0.860871	0.383332694	3.5038	0	0	1	;
	329.0	328.0	327.98	0.547827	0.547827	0.383332694	3.5038	0	0	1	;
	330.0	36.0	9999999999.0	1.2	1.2	0.166666667	0.0	0	0	1	;
	330.0	328.0	1796.41	0.444456	0.444456	0.53998596	4.9432	0	0	1	;
	330.0	331.0	1197.6	0.55557	0.55557	0.53998596	4.9432	0	0	1	;
	331.0	330.0	1796.41	0.55557	0.55557	0.53998596	4.9432	0	0	1	;
	331.0	332.0	598.8	0.685203	0.685203	0.53998596	4.9432	0	0	1	;
	331.0	362.0	598.8	0.888912	0.888912	0.53998596	4.9432	0	0	1	;
	332.0	331.0	1197.6	0.685203	0.685203	0.53998596	4.9432	0	0	1	;
	332.0	333.0	327.98	1.147828	1.147828	0.383332694	3.5038	0	0	1	;
	332.0	336.0	598.8	0.870393	0.870393	0.53998596	4.9432	0	0	1	;
	333.0	37.0	9999999999.0	0.84	0.84	0.25	0.0	0	0	1	;
	333.0	332.0	327.98	1.147828	1.147828	0.383332694	3.5038	0	0	1	;
	333.0	334.0	327.98	0.704349	0.704349	0.383332694	3.5038	0	0	1	;
	334.0	333.0	327.98	0.704349	0.704349	0.383332694	3.5038	0	0	1	;
	334.0	335.0	1672.24	0.611127	0.611127	0.53998596	5.1409	0	0	1	;
	334.0	429.0	1672.24	0.148152	0.148152	0.53998596	5.1409	0	0	1	;
	335.0	334.0	1672.24	0.611127	0.611127	0.53998596	5.1409	0	0	1	;
	335.0	336.0	1672.24	0.92595	0.92595	0.53998596	5.1409	0	0	1	;
	335.0	339.0	1197.6	1.48152	1.48152	0.53998596	4.9432	0	0	1	;
	336.0	332.0	1197.6	0.870393	0.870393	0.53998596	4.9432	0	0	1	;
	336.0	335.0	1672.24	0.92595	0.92595	0.53998596	5.1409	0	0	1	;
	336.0	337.0	598.8	0.333342	0.333342	0.53998596	4.9432	0	0	1	;
	336.0	363.0	1197.6	0.759279	0.759279	0.53998596	4.9432	0	0	1	;
	337.0	41.0	9999999999.0	0.48	0.48	0.25	0.0	0	0	1	;
	337.0	336.0	1197.6	0.333342	0.333342	0.53998596	4.9432	0	0	1	;
	337.0	338.0	598.8	1.000026	1.000026	0.53998596	4.9432	0	0	1	;
	338.0	42.0	9999999999.0	1.92	1.92	0.166666667	0.0	0	0	1	;
	338.0	337.0	1197.6	1.000026	1.000026	0.53998596	4.9432	0	0	1	;
	338.0	342.0	598.8	0.870393	0.870393	0.53998596	4.9432	0	0	1	;
	339.0	42.0	9999999999.0	1.74	1.74	0.166666667	0.0	0	0	1	;
	339.0	335.0	1197.6	1.48152	1.48152	0.53998596	4.9432	0	0	1	;
	339.0	342.0	1197.6	0.833355	0.833355	0.53998596	4.9432	0	0	1	;
	342.0	338.0	1197.6	0.870393	0.870393	0.53998596	4.9432	0	0	1	;
	342.0	339.0	1197.6	0.833355	0.833355	0.53998596	4.9432	0	0	1	;
	342.0	343.0	1197.6	0.777798	0.777798	0.53998596	4.9432	0	0	1	;
	342.0	361.0	1197.6	0.240747	0.240747	0.53998596	4.9432	0	0	1	;
	343.0	342.0	1197.6	0.777798	0.777798	0.53998596	4.9432	0	0	1	;
	343.0	344.0	1197.6	0.55557	0.55557	0.53998596	4.9432	0	0	1	;
	343.0	347.0	1821.49	1.666695	1.666695	0.68998827	5.7894	0	0	1	;
	343.0	360.0	1821.49	0.449283	0.449283	0.68998827	5.7894	0	0	1	;
	344.0	343.0	1197.6	0.55557	0.55557	0.53998596	4.9432	0	0	1	;
	344.0	348.0	598.8	0.259266	0.259266	0.53998596	4.9432	0	0	1	;
	347.0	44.0	9999999999.0	1.98	1.98	0.166666667	0.0	0	0	1	;
	347.0	343.0	1821.49	1.666695	1.666695	0.68998827	5.7894	0	0	1	;
	347.0	453.0	1821.49	0.405804	0.405804	0.68998827	5.7894	0	0	1	;
	348.0	44.0	9999999999.0	2.16	2.16	0.166666667	0.0	0	0	1	;
	348.0	344.0	1197.6	0.259266	0.259266	0.53998596	4.9432	0	0	1	;
	348.0	349.0	598.8	0.351861	0.351861	0.53998596	4.9432	0	0	1	;
	349.0	348.0	1197.6	0.351861	0.351861	0.53998596	4.9432	0	0	1	;
	349.0	350.0	630.12	1.811625	1.811625	0.68998827	5.0906	0	0	1	;
	349.0	358.0	327.98	1.539133	1.539133	0.383332694	3.5038	0	0	1	;
	350.0	349.0	630.12	1.811625	1.811625	0.68998827	5.0906	0	0	1	;
	350.0	351.0	630.12	0.246381	0.246381	0.68998827	5.0906	0	0	1	;
	350.0	356.0	519.21	2.08696	2.08696	0.383332694	4.4683	0	0	1	;
	351.0	46.0	9999999999.0	1.92	1.92	0.166666667	0.0	0	0	1	;
	351.0	350.0	630.12	0.246381	0.246381	0.68998827	5.0906	0	0	1	;
	351.0	352.0	630.12	1.057989	1.057989	0.68998827	5.0906	0	0	1	;
	352.0	351.0	630.12	1.057989	1.057989	0.68998827	5.0906	0	0	1	;
	352.0	353.0	630.12	0.637692	0.637692	0.68998827	5.0906	0	0	1	;
	352.0	355.0	2359.88	2.246415	2.246415	0.68998827	6.5856	0	0	1	;
	352.0	470.0	2359.88	1.59423	1.59423	0.68998827	6.5856	0	0	1	;
	353.0	150.0	9999999999.0	3.0	3.0	0.25	0.0	0	0	1	;
	353.0	352.0	630.12	0.637692	0.637692	0.68998827	5.0906	0	0	1	;
	353.0	354.0	630.12	2.739177	2.739177	0.68998827	5.0906	0	0	1	;
	354.0	137.0	9999999999.0	2.0	2.0	0.25	0.0	0	0	1	;
	354.0	353.0	630.12	2.739177	2.739177	0.68998827	5.0906	0	0	1	;
	355.0	352.0	2359.88	2.246415	2.246415	0.68998827	6.5856	0	0	1	;
	355.0	373.0	2359.88	1.029003	1.029003	0.68998827	6.5856	0	0	1	;
	356.0	46.0	9999999999.0	1.32	1.32	0.25	0.0	0	0	1	;
	356.0	350.0	519.21	2.08696	2.08696	0.383332694	4.4683	0	0	1	;
	356.0	357.0	519.21	0.808697	0.808697	0.383332694	4.4683	0	0	1	;
	357.0	356.0	519.21	0.808697	0.808697	0.383332694	4.4683	0	0	1	;
	357.0	358.0	519.21	2.478265	2.478265	0.383332694	4.4683	0	0	1	;
	358.0	349.0	327.98	1.539133	1.539133	0.383332694	3.5038	0	0	1	;
	358.0	357.0	519.21	2.478265	2.478265	0.383332694	4.4683	0	0	1	;
	358.0	359.0	1197.6	0.685203	0.685203	0.53998596	4.9432	0	0	1	;
	358.0	369.0	327.98	2.113047	2.113047	0.383332694	3.5038	0	0	1	;
	359.0	44.0	9999999999.0	2.28	2.28	0.166666667	0.0	0	0	1	;
	359.0	358.0	1197.6	0.685203	0.685203	0.53998596	4.9432	0	0	1	;
	359.0	360.0	1197.6	0.574089	0.574089	0.53998596	4.9432	0	0	1	;
	360.0	343.0	1821.49	0.449283	0.449283	0.68998827	5.7894	0	0	1	;
	360.0	359.0	1197.6	0.574089	0.574089	0.53998596	4.9432	0	0	1	;
	360.0	361.0	1197.6	0.351861	0.351861	0.53998596	4.9432	0	0	1	;
	360.0	367.0	1821.49	1.130454	1.130454	0.68998827	5.7894	0	0	1	;
	361.0	342.0	1197.6	0.240747	0.240747	0.53998596	4.9432	0	0	1	;
	361.0	360.0	1197.6	0.351861	0.351861	0.53998596	4.9432	0	0	1	;
	362.0	39.0	9999999999.0	0.56	0.56	0.25	0.0	0	0	1	;
	362.0	331.0	1197.6	0.888912	0.888912	0.53998596	4.9432	0	0	1	;
	362.0	363.0	598.8	0.296304	0.296304	0.53998596	4.9432	0	0	1	;
	363.0	336.0	1672.24	0.759279	0.759279	0.53998596	5.1409	0	0	1	;
	363.0	362.0	1197.6	0.296304	0.296304	0.53998596	4.9432	0	0	1	;
	363.0	364.0	598.8	1.259292	1.259292	0.53998596	4.9432	0	0	1	;
	363.0	378.0	1672.24	1.555596	1.555596	0.53998596	5.1409	0	0	1	;
	364.0	40.0	9999999999.0	0.9	0.9	0.166666667	0.0	0	0	1	;
	364.0	363.0	1197.6	1.259292	1.259292	0.53998596	4.9432	0	0	1	;
	364.0	365.0	598.8	0.814836	0.814836	0.53998596	4.9432	0	0	1	;
	365.0	364.0	1197.6	0.814836	0.814836	0.53998596	4.9432	0	0	1	;
	365.0	367.0	1197.6	0.407418	0.407418	0.53998596	4.9432	0	0	1	;
	367.0	360.0	1821.49	1.130454	1.130454	0.68998827	5.7894	0	0	1	;
	367.0	365.0	1197.6	0.407418	0.407418	0.53998596	4.9432	0	0	1	;
	367.0	368.0	598.8	0.814836	0.814836	0.53998596	4.9432	0	0	1	;
	367.0	401.0	836.12	1.740786	1.740786	0.53998596	5.1409	0	0	1	;
	368.0	43.0	9999999999.0	1.74	1.74	0.166666667	0.0	0	0	1	;
	368.0	367.0	1197.6	0.814836	0.814836	0.53998596	4.9432	0	0	1	;
	368.0	369.0	598.8	0.259266	0.259266	0.53998596	4.9432	0	0	1	;
	369.0	127.0	9999999999.0	3.4	3.4	0.25	0.0	0	0	1	;
	369.0	358.0	327.98	2.113047	2.113047	0.383332694	3.5038	0	0	1	;
	369.0	368.0	598.8	0.259266	0.259266	0.53998596	4.9432	0	0	1	;
	369.0	370.0	630.12	0.492762	0.492762	0.68998827	5.0906	0	0	1	;
	370.0	369.0	630.12	0.492762	0.492762	0.68998827	5.0906	0	0	1	;
	370.0	371.0	630.12	0.681171	0.681171	0.68998827	5.0906	0	0	1	;
	371.0	370.0	630.12	0.681171	0.681171	0.68998827	5.0906	0	0	1	;
	371.0	372.0	630.12	0.391311	0.391311	0.68998827	5.0906	0	0	1	;
	372.0	46.0	9999999999.0	4.56	4.56	0.25	0.0	0	0	1	;
	372.0	371.0	630.12	0.391311	0.391311	0.68998827	5.0906	0	0	1	;
	372.0	373.0	630.12	1.000017	1.000017	0.68998827	5.0906	0	0	1	;
	373.0	355.0	2359.88	1.029003	1.029003	0.68998827	6.5856	0	0	1	;
	373.0	372.0	630.12	1.000017	1.000017	0.68998827	5.0906	0	0	1	;
	373.0	374.0	598.8	0.74076	0.74076	0.53998596	4.9432	0	0	1	;
	373.0	407.0	2359.88	1.782639	1.782639	0.68998827	6.5856	0	0	1	;
	374.0	150.0	9999999999.0	3.0	3.0	0.25	0.0	0	0	1	;
	374.0	373.0	598.8	0.74076	0.74076	0.53998596	4.9432	0	0	1	;
	374.0	375.0	598.8	5.111244	5.111244	0.53998596	4.9432	0	0	1	;
	375.0	136.0	9999999999.0	2.0	2.0	0.25	0.0	0	0	1	;
	375.0	374.0	598.8	5.111244	5.111244	0.53998596	4.9432	0	0	1	;
	376.0	38.0	9999999999.0	2.96	2.96	0.25	0.0	0	0	1	;
	376.0	325.0	1197.6	0.481494	0.481494	0.53998596	4.9432	0	0	1	;
	376.0	377.0	1197.6	1.129659	1.129659	0.53998596	4.9432	0	0	1	;
	377.0	376.0	1197.6	1.129659	1.129659	0.53998596	4.9432	0	0	1	;
	377.0	378.0	1197.6	0.444456	0.444456	0.53998596	4.9432	0	0	1	;
	378.0	363.0	1197.6	1.555596	1.555596	0.53998596	4.9432	0	0	1	;
	378.0	377.0	1197.6	0.444456	0.444456	0.53998596	4.9432	0	0	1	;
	378.0	388.0	1672.24	0.55557	0.55557	0.53998596	5.1409	0	0	1	;
	382.0	38.0	9999999999.0	3.0	3.0	0.166666667	0.0	0	0	1	;
	382.0	322.0	2359.88	0.739143	0.739143	0.68998827	6.5856	0	0	1	;
	382.0	385.0	2359.88	0.739143	0.739143	0.68998827	6.5856	0	0	1	;
	385.0	382.0	2359.88	0.739143	0.739143	0.68998827	6.5856	0	0	1	;
	385.0	386.0	2258.87	0.662883	0.662883	0.588339119	5.5226	0	0	1	;
	386.0	385.0	2258.87	0.662883	0.662883	0.588339119	5.5226	0	0	1	;
	386.0	387.0	1672.24	1.500039	1.500039	0.53998596	5.1409	0	0	1	;
	386.0	397.0	836.12	0.870393	0.870393	0.53998596	5.1409	0	0	1	;
	386.0	404.0	1821.49	1.782639	1.782639	0.68998827	5.7894	0	0	1	;
	387.0	38.0	9999999999.0	2.56	2.56	0.25	0.0	0	0	1	;
	387.0	386.0	1672.24	1.500039	1.500039	0.53998596	5.1409	0	0	1	;
	387.0	388.0	1672.24	1.074102	1.074102	0.53998596	5.1409	0	0	1	;
	388.0	45.0	9999999999.0	2.04	2.04	0.25	0.0	0	0	1	;
	388.0	378.0	1672.24	0.55557	0.55557	0.53998596	5.1409	0	0	1	;
	388.0	387.0	1672.24	1.074102	1.074102	0.53998596	5.1409	0	0	1	;
	397.0	45.0	9999999999.0	0.96	0.96	0.25	0.0	0	0	1	;
	397.0	386.0	836.12	0.870393	0.870393	0.53998596	5.1409	0	0	1	;
	397.0	398.0	836.12	0.962988	0.962988	0.53998596	5.1409	0	0	1	;
	398.0	397.0	836.12	0.962988	0.962988	0.53998596	5.1409	0	0	1	;
	398.0	399.0	836.12	1.185216	1.185216	0.53998596	5.1409	0	0	1	;
	398.0	408.0	904.16	0.512723	0.512723	0.916674306	5.3443	0	0	1	;
	399.0	45.0	9999999999.0	2.04	2.04	0.25	0.0	0	0	1	;
	399.0	398.0	836.12	1.185216	1.185216	0.53998596	5.1409	0	0	1	;
	399.0	400.0	836.12	0.407418	0.407418	0.53998596	5.1409	0	0	1	;
	400.0	127.0	9999999999.0	3.64	3.64	0.25	0.0	0	0	1	;
	400.0	399.0	836.12	0.407418	0.407418	0.53998596	5.1409	0	0	1	;
	400.0	401.0	836.12	0.314823	0.314823	0.53998596	5.1409	0	0	1	;
	401.0	367.0	836.12	1.740786	1.740786	0.53998596	5.1409	0	0	1	;
	401.0	400.0	836.12	0.314823	0.314823	0.53998596	5.1409	0	0	1	;
	402.0	283.0	598.8	0.92595	0.92595	0.53998596	4.9432	0	0	1	;
	402.0	403.0	598.8	1.000026	1.000026	0.53998596	4.9432	0	0	1	;
	403.0	27.0	9999999999.0	1.88	1.88	0.25	0.0	0	0	1	;
	403.0	402.0	598.8	1.000026	1.000026	0.53998596	4.9432	0	0	1	;
	403.0	404.0	598.8	2.129685	2.129685	0.53998596	4.9432	0	0	1	;
	404.0	386.0	1821.49	1.782639	1.782639	0.68998827	5.7894	0	0	1	;
	404.0	403.0	598.8	2.129685	2.129685	0.53998596	4.9432	0	0	1	;
	404.0	405.0	1808.32	3.436335	3.436335	0.916674306	5.3443	0	0	1	;
	405.0	135.0	9999999999.0	2.0	2.0	0.25	0.0	0	0	1	;
	405.0	272.0	2359.88	5.565312	5.565312	0.68998827	6.5856	0	0	1	;
	405.0	404.0	1808.32	3.436335	3.436335	0.916674306	5.3443	0	0	1	;
	405.0	406.0	2359.88	4.159491	4.159491	0.68998827	6.5856	0	0	1	;
	406.0	405.0	2359.88	4.159491	4.159491	0.68998827	6.5856	0	0	1	;
	406.0	407.0	2359.88	1.463793	1.463793	0.68998827	6.5856	0	0	1	;
	407.0	136.0	9999999999.0	2.0	2.0	0.25	0.0	0	0	1	;
	407.0	373.0	2359.88	1.782639	1.782639	0.68998827	6.5856	0	0	1	;
	407.0	406.0	2359.88	1.463793	1.463793	0.68998827	6.5856	0	0	1	;
	407.0	408.0	904.16	1.461806	1.461806	0.916674306	5.3443	0	0	1	;
	408.0	127.0	9999999999.0	3.0	3.0	0.25	0.0	0	0	1	;
	408.0	398.0	904.16	0.512723	0.512723	0.916674306	5.3443	0	0	1	;
	408.0	407.0	904.16	1.461806	1.461806	0.916674306	5.3443	0	0	1	;
	409.0	35.0	9999999999.0	1.5	1.5	0.166666667	0.0	0	0	1	;
	409.0	317.0	1197.6	0.296304	0.296304	0.53998596	4.9432	0	0	1	;
	409.0	325.0	598.8	1.185216	1.185216	0.53998596	4.9432	0	0	1	;
	410.0	411.0	1589.83	0.192	0.192	0.416666667	5.1644	0	0	1	;
	410.0	413.0	655.95	0.652175	0.652175	0.383332694	3.5038	0	0	1	;
	410.0	1034.0	2384.74	0.12	0.12	0.416666667	5.1644	0	0	1	;
	411.0	410.0	2384.74	0.192	0.192	0.416666667	5.1644	0	0	1	;
	411.0	412.0	1589.83	0.24	0.24	0.416666667	5.1644	0	0	1	;
	412.0	304.0	1589.83	0.408	0.408	0.416666667	5.1644	0	0	1	;
	412.0	411.0	2384.74	0.24	0.24	0.416666667	5.1644	0	0	1	;
	413.0	411.0	983.93	0.443479	0.443479	0.383332694	3.5038	0	0	1	;
	413.0	414.0	1311.91	0.286957	0.286957	0.383332694	3.5038	0	0	1	;
	414.0	415.0	1589.83	0.312	0.312	0.416666667	5.1644	0	0	1	;
	414.0	416.0	655.95	0.573914	0.573914	0.383332694	3.5038	0	0	1	;
	414.0	973.0	2023.68	0.311108	0.311108	0.4500045	4.4239	0	0	1	;
	415.0	413.0	983.93	0.886958	0.886958	0.383332694	3.5038	0	0	1	;
	415.0	414.0	1589.83	0.312	0.312	0.416666667	5.1644	0	0	1	;
	415.0	423.0	1589.83	1.32	1.32	0.416666667	5.1644	0	0	1	;
	416.0	47.0	9999999999.0	0.9	0.9	0.166666667	0.0	0	0	1	;
	416.0	419.0	655.95	0.678262	0.678262	0.383332694	3.5038	0	0	1	;
	417.0	47.0	9999999999.0	0.9	0.9	0.166666667	0.0	0	0	1	;
	417.0	415.0	983.93	0.652175	0.652175	0.383332694	3.5038	0	0	1	;
	418.0	47.0	9999999999.0	2.4	2.4	0.166666667	0.0	0	0	1	;
	418.0	419.0	2384.74	0.336	0.336	0.416666667	5.1644	0	0	1	;
	418.0	890.0	1589.83	0.168	0.168	0.416666667	5.1644	0	0	1	;
	419.0	418.0	1589.83	0.336	0.336	0.416666667	5.1644	0	0	1	;
	419.0	420.0	655.95	0.730436	0.730436	0.383332694	3.5038	0	0	1	;
	419.0	422.0	1038.42	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	420.0	421.0	655.95	0.286957	0.286957	0.383332694	3.5038	0	0	1	;
	421.0	422.0	983.93	0.730436	0.730436	0.383332694	3.5038	0	0	1	;
	421.0	505.0	655.95	1.095654	1.095654	0.383332694	3.5038	0	0	1	;
	422.0	417.0	983.93	0.286957	0.286957	0.383332694	3.5038	0	0	1	;
	422.0	419.0	1038.42	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	422.0	423.0	1038.42	0.652175	0.652175	0.383332694	4.4683	0	0	1	;
	423.0	415.0	2384.74	1.32	1.32	0.416666667	5.1644	0	0	1	;
	423.0	422.0	1038.42	0.652175	0.652175	0.383332694	4.4683	0	0	1	;
	423.0	424.0	1038.42	1.408698	1.408698	0.383332694	4.4683	0	0	1	;
	423.0	436.0	1796.41	0.944469	0.944469	0.53998596	4.9432	0	0	1	;
	423.0	502.0	327.98	0.730436	0.730436	0.383332694	3.5038	0	0	1	;
	424.0	423.0	1038.42	1.408698	1.408698	0.383332694	4.4683	0	0	1	;
	424.0	425.0	519.21	0.547827	0.547827	0.383332694	4.4683	0	0	1	;
	425.0	48.0	9999999999.0	1.02	1.02	0.166666667	0.0	0	0	1	;
	425.0	424.0	1038.42	0.547827	0.547827	0.383332694	4.4683	0	0	1	;
	425.0	426.0	519.21	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	426.0	51.0	9999999999.0	1.68	1.68	0.166666667	0.0	0	0	1	;
	426.0	425.0	1038.42	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	426.0	427.0	519.21	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	427.0	50.0	9999999999.0	1.92	1.92	0.166666667	0.0	0	0	1	;
	427.0	426.0	1038.42	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	427.0	428.0	519.21	0.547827	0.547827	0.383332694	4.4683	0	0	1	;
	428.0	427.0	1038.42	0.547827	0.547827	0.383332694	4.4683	0	0	1	;
	428.0	429.0	1672.24	0.629646	0.629646	0.53998596	5.1409	0	0	1	;
	428.0	435.0	1038.42	1.434785	1.434785	0.383332694	4.4683	0	0	1	;
	429.0	334.0	1672.24	0.148152	0.148152	0.53998596	5.1409	0	0	1	;
	429.0	428.0	1672.24	0.629646	0.629646	0.53998596	5.1409	0	0	1	;
	435.0	51.0	9999999999.0	1.32	1.32	0.166666667	0.0	0	0	1	;
	435.0	428.0	519.21	1.434785	1.434785	0.383332694	4.4683	0	0	1	;
	435.0	441.0	1038.42	1.460872	1.460872	0.383332694	4.4683	0	0	1	;
	436.0	52.0	9999999999.0	1.56	1.56	0.166666667	0.0	0	0	1	;
	436.0	423.0	2384.74	1.224	1.224	0.416666667	5.1644	0	0	1	;
	436.0	437.0	1796.41	0.351861	0.351861	0.53998596	4.9432	0	0	1	;
	437.0	436.0	1796.41	0.351861	0.351861	0.53998596	4.9432	0	0	1	;
	437.0	438.0	1796.41	0.888912	0.888912	0.53998596	4.9432	0	0	1	;
	437.0	498.0	1197.6	0.611127	0.611127	0.53998596	4.9432	0	0	1	;
	438.0	437.0	1796.41	0.888912	0.888912	0.53998596	4.9432	0	0	1	;
	438.0	439.0	519.21	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	438.0	440.0	1796.41	0.240747	0.240747	0.53998596	4.9432	0	0	1	;
	439.0	438.0	519.21	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	439.0	440.0	1038.42	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	439.0	497.0	598.8	0.203709	0.203709	0.53998596	4.9432	0	0	1	;
	439.0	499.0	1038.42	1.121741	1.121741	0.383332694	4.4683	0	0	1	;
	440.0	438.0	1796.41	0.240747	0.240747	0.53998596	4.9432	0	0	1	;
	440.0	439.0	1038.42	0.286957	0.286957	0.383332694	4.4683	0	0	1	;
	440.0	441.0	2508.36	0.574089	0.574089	0.53998596	5.1409	0	0	1	;
	441.0	435.0	519.21	1.460872	1.460872	0.383332694	4.4683	0	0	1	;
	441.0	440.0	2508.36	0.574089	0.574089	0.53998596	5.1409	0	0	1	;
	441.0	442.0	1796.41	0.425937	0.425937	0.53998596	4.9432	0	0	1	;
	442.0	56.0	9999999999.0	3.0	3.0	0.166666667	0.0	0	0	1	;
	442.0	441.0	1796.41	0.425937	0.425937	0.53998596	4.9432	0	0	1	;
	442.0	443.0	1796.41	0.240747	0.240747	0.53998596	4.9432	0	0	1	;
	442.0	450.0	327.98	0.600001	0.600001	0.383332694	3.5038	0	0	1	;
	443.0	54.0	9999999999.0	1.8	1.8	0.166666667	0.0	0	0	1	;
	443.0	442.0	1796.41	0.240747	0.240747	0.53998596	4.9432	0	0	1	;
	443.0	444.0	1796.41	0.388899	0.388899	0.53998596	4.9432	0	0	1	;
	444.0	55.0	9999999999.0	1.74	1.74	0.166666667	0.0	0	0	1	;
	444.0	443.0	1796.41	0.388899	0.388899	0.53998596	4.9432	0	0	1	;
	444.0	445.0	1796.41	0.296304	0.296304	0.53998596	4.9432	0	0	1	;
	445.0	444.0	1796.41	0.296304	0.296304	0.53998596	4.9432	0	0	1	;
	445.0	446.0	327.98	0.913045	0.913045	0.383332694	3.5038	0	0	1	;
	445.0	451.0	1796.41	0.703722	0.703722	0.53998596	4.9432	0	0	1	;
	445.0	490.0	1672.24	0.314823	0.314823	0.53998596	5.1409	0	0	1	;
	446.0	54.0	9999999999.0	0.84	0.84	0.25	0.0	0	0	1	;
	446.0	445.0	327.98	0.913045	0.913045	0.383332694	3.5038	0	0	1	;
	446.0	447.0	327.98	0.808697	0.808697	0.383332694	3.5038	0	0	1	;
	447.0	446.0	327.98	0.808697	0.808697	0.383332694	3.5038	0	0	1	;
	447.0	449.0	327.98	0.965219	0.965219	0.383332694	3.5038	0	0	1	;
	447.0	450.0	327.98	0.965219	0.965219	0.383332694	3.5038	0	0	1	;
	449.0	53.0	9999999999.0	1.08	1.08	0.166666667	0.0	0	0	1	;
	449.0	447.0	327.98	0.965219	0.965219	0.383332694	3.5038	0	0	1	;
	450.0	54.0	9999999999.0	1.2	1.2	0.166666667	0.0	0	0	1	;
	450.0	442.0	327.98	0.600001	0.600001	0.383332694	3.5038	0	0	1	;
	450.0	447.0	327.98	0.965219	0.965219	0.383332694	3.5038	0	0	1	;
	451.0	57.0	9999999999.0	1.14	1.14	0.166666667	0.0	0	0	1	;
	451.0	445.0	1796.41	0.703722	0.703722	0.53998596	4.9432	0	0	1	;
	451.0	452.0	1796.41	0.629646	0.629646	0.53998596	4.9432	0	0	1	;
	452.0	58.0	9999999999.0	2.28	2.28	0.25	0.0	0	0	1	;
	452.0	451.0	1796.41	0.629646	0.629646	0.53998596	4.9432	0	0	1	;
	452.0	454.0	1796.41	1.703748	1.703748	0.53998596	4.9432	0	0	1	;
	453.0	347.0	1821.49	0.405804	0.405804	0.68998827	5.7894	0	0	1	;
	453.0	454.0	3344.48	0.833355	0.833355	0.53998596	5.1409	0	0	1	;
	454.0	452.0	1796.41	1.703748	1.703748	0.53998596	4.9432	0	0	1	;
	454.0	453.0	2508.36	0.833355	0.833355	0.53998596	5.1409	0	0	1	;
	454.0	455.0	1796.41	0.18519	0.18519	0.53998596	4.9432	0	0	1	;
	454.0	458.0	1038.42	2.478265	2.478265	0.383332694	4.4683	0	0	1	;
	455.0	454.0	1796.41	0.18519	0.18519	0.53998596	4.9432	0	0	1	;
	455.0	456.0	1796.41	1.074102	1.074102	0.53998596	4.9432	0	0	1	;
	456.0	63.0	9999999999.0	2.46	2.46	0.166666667	0.0	0	0	1	;
	456.0	455.0	1796.41	1.074102	1.074102	0.53998596	4.9432	0	0	1	;
	456.0	457.0	1796.41	0.907431	0.907431	0.53998596	4.9432	0	0	1	;
	457.0	456.0	1796.41	0.907431	0.907431	0.53998596	4.9432	0	0	1	;
	457.0	458.0	1672.24	1.555596	1.555596	0.53998596	5.1409	0	0	1	;
	457.0	462.0	1796.41	0.574089	0.574089	0.53998596	4.9432	0	0	1	;
	457.0	480.0	1672.24	0.759279	0.759279	0.53998596	5.1409	0	0	1	;
	458.0	59.0	9999999999.0	1.2	1.2	0.166666667	0.0	0	0	1	;
